project_id,project_title,project_description,research_domain,project_type,budget_range,duration_months,team_expertise,location,equipment_name,equipment_category,methodology_name,methodology_type,skill_required,tool_name,tool_category
PRJ_123DE2,Multi-Modal Heavy Metal Detection Assessment System,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. Data privacy and security considerations are incorporated into the design.,Environmental Science,Mixed,5L-20L,12,"Biology, Electronics, Embedded Systems","Bhubaneswar, Odisha",Particulate Matter Sensor (PM2.5),Sensor,Geospatial Mapping,Analytical,ML,Node-RED,Visualization
PRJ_123DE2,Multi-Modal Heavy Metal Detection Assessment System,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. Data privacy and security considerations are incorporated into the design.,Environmental Science,Mixed,5L-20L,12,"Biology, Electronics, Embedded Systems","Bhubaneswar, Odisha",Datalogger,Field Equipment,IoT Sensor Integration,Experimental,Data Analysis,,
PRJ_123DE2,Multi-Modal Heavy Metal Detection Assessment System,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. Data privacy and security considerations are incorporated into the design.,Environmental Science,Mixed,5L-20L,12,"Biology, Electronics, Embedded Systems","Bhubaneswar, Odisha",Temperature Sensor,Sensor,,,,,
PRJ_1C6921,Automated Wetland Mapping Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Experimental,5L-20L,3,"Electronics, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",pH Sensor,Sensor,IoT Sensor Integration,Experimental,ML,TensorFlow,Data Analysis
PRJ_1C6921,Automated Wetland Mapping Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Experimental,5L-20L,3,"Electronics, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Arduino Uno,Computing,Geospatial Mapping,Analytical,Data Analysis,Google Earth Engine,Simulation
PRJ_1C6921,Automated Wetland Mapping Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Experimental,5L-20L,3,"Electronics, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Temperature Sensor,Sensor,,,,Python,Programming
PRJ_1C6921,Automated Wetland Mapping Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Experimental,5L-20L,3,"Electronics, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Breadboard & Jumper Wires,Computing,,,,,
PRJ_1C6921,Automated Wetland Mapping Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Experimental,5L-20L,3,"Electronics, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Conductivity Meter,Lab Instrument,,,,,
PRJ_A53EB0,Low-Cost Air Pollution Platform for Water Quality,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,18,"Biology, Electronics, Embedded Systems","Lucknow, Uttar Pradesh",Temperature Sensor,Sensor,Remote Sensing Analysis,Analytical,Embedded Systems,Matplotlib,Visualization
PRJ_A53EB0,Low-Cost Air Pollution Platform for Water Quality,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,18,"Biology, Electronics, Embedded Systems","Lucknow, Uttar Pradesh",Turbidity Sensor,Sensor,Water Quality Index Calculation,Analytical,Data Analysis,Node-RED,Visualization
PRJ_A53EB0,Low-Cost Air Pollution Platform for Water Quality,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,18,"Biology, Electronics, Embedded Systems","Lucknow, Uttar Pradesh",Water Sampler,Field Equipment,,,,MQTT,Data Analysis
PRJ_A53EB0,Low-Cost Air Pollution Platform for Water Quality,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,18,"Biology, Electronics, Embedded Systems","Lucknow, Uttar Pradesh",Portable Water Quality Analyzer,Field Equipment,,,,Grafana,Visualization
PRJ_A53EB0,Low-Cost Air Pollution Platform for Water Quality,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,18,"Biology, Electronics, Embedded Systems","Lucknow, Uttar Pradesh",Anemometer,Field Equipment,,,,Google Earth Engine,Simulation
PRJ_A53EB0,Low-Cost Air Pollution Platform for Water Quality,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,1L-5L,18,"Biology, Electronics, Embedded Systems","Lucknow, Uttar Pradesh",Dissolved Oxygen Sensor,Sensor,,,,,
PRJ_C1A501,Automated Water Quality Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. Data privacy and security considerations are incorporated into the design.",Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Data Analysis","Pune, Maharashtra",Turbidity Meter,Lab Instrument,Geospatial Mapping,Analytical,Embedded Systems,Google Earth Engine,Simulation
PRJ_C1A501,Automated Water Quality Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. Data privacy and security considerations are incorporated into the design.",Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Data Analysis","Pune, Maharashtra",Particulate Matter Sensor (PM2.5),Sensor,IoT Sensor Integration,Experimental,ML,scikit-learn,Data Analysis
PRJ_C1A501,Automated Water Quality Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. Data privacy and security considerations are incorporated into the design.",Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Data Analysis","Pune, Maharashtra",Turbidity Sensor,Sensor,Principal Component Analysis,Analytical,Embedded Systems,SQLite,Data Analysis
PRJ_C1A501,Automated Water Quality Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. Data privacy and security considerations are incorporated into the design.",Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Data Analysis","Pune, Maharashtra",Waterproof Enclosure,Computing,,,,MQTT,Data Analysis
PRJ_C1A501,Automated Water Quality Classification System,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. Data privacy and security considerations are incorporated into the design.",Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Data Analysis","Pune, Maharashtra",,,,,,Python,Programming
PRJ_B24C4A,Automated Greenhouse Gas Classification System,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,12,"Electronics, ML, Embedded Systems","Bengaluru, Karnataka",GPS Device,Field Equipment,Regression Analysis,Statistical,Embedded Systems,Python,Programming
PRJ_B24C4A,Automated Greenhouse Gas Classification System,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,12,"Electronics, ML, Embedded Systems","Bengaluru, Karnataka",Turbidity Sensor,Sensor,Water Quality Index Calculation,Analytical,Data Analysis,SQLite,Data Analysis
PRJ_B24C4A,Automated Greenhouse Gas Classification System,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,12,"Electronics, ML, Embedded Systems","Bengaluru, Karnataka",Waterproof Enclosure,Computing,Remote Sensing Analysis,Analytical,Embedded Systems,Grafana,Visualization
PRJ_B24C4A,Automated Greenhouse Gas Classification System,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,12,"Electronics, ML, Embedded Systems","Bengaluru, Karnataka",Breadboard & Jumper Wires,Computing,Anomaly Detection (ML),Computational,ML,scikit-learn,Data Analysis
